"customerkey","order_count","aov","age_month","purchase_freq_month","ltv"
"12169","4","1037.64748","4","1.00000","4151"
"12184","2","1875.9257124999997","7","0.28571","1072"
"12432","2","2451.1285999999996","8","0.25000","1226"
"12461","2","3071.37755","54","0.03704","228"
"12854","3","1751.6733333333332","17","0.17647","927"
"12995","3","1073.1707333333331","25","0.12000","386"
"13004","2","2352.8763","37","0.05405","254"
"13375","2","2524.84737","2","1.00000","5050"
"13721","2","984.0015","25","0.08000","157"
"14030","2","210.791606","56","0.03571","15"
"14935","2","2857.7983600000007","50","0.04000","229"
"15008","2","3208.37625","19","0.10526","675"
"15259","2","889.091","17","0.11765","209"
"15390","2","2144.28318","37","0.05405","232"
"15630","2","1768.8499","58","0.03448","122"
"15917","3","1404.2008666666668","7","0.42857","1805"
"15993","3","235.56986666666668","31","0.09677","68"
"16108","2","4637.17755","16","0.12500","1159"
"16134","3","5010.991","49","0.06122","920"
"16169","3","2935.227573333333","51","0.05882","518"
"16426","2","6487.59815","58","0.03448","447"
"16455","2","1807.09665","2","1.00000","3614"
"16531","2","574.3888","56","0.03571","41"
"16591","2","11618.308035000002","47","0.04255","989"
"16901","2","1392.1852000000001","12","0.16667","464"
"16984","2","2377.92505","13","0.15385","732"
"17212","3","1589.8884666666665","51","0.05882","281"
"17298","3","3317.3235666666665","42","0.07143","711"
"17432","2","2587.76","71","0.02817","146"
"17680","2","2140.3462","64","0.03125","134"
"17850","5","2192.0579020000005","63","0.07937","870"
"17924","3","4751.662086666666","23","0.13043","1859"
"18123","2","2148.74325","39","0.05128","220"
"18193","2","993.64808","6","0.33333","662"
"18374","2","1215.0237","4","0.50000","1215"
"18378","2","4544.794940000001","11","0.18182","1653"
"18508","2","394.00005","36","0.05556","44"
"19337","2","5383.240994999999","4","0.50000","5383"
"19405","2","4225.27625","29","0.06897","583"
"19420","2","1694.97174","24","0.08333","282"
"19425","2","2484.620297","42","0.04762","237"
"19864","2","2313.89405","88","0.02273","105"
"19883","3","4772.850898333333","85","0.03529","505"
"20153","2","2043.6377499999999","20","0.10000","409"
"20186","3","675.0493333333334","14","0.21429","434"
"21121","3","1583.823066666667","20","0.15000","713"
"21336","2","5562.543500000001","34","0.05882","654"
"21681","2","3437.2006749999996","69","0.02899","199"
"21816","2","827.61","63","0.03175","53"
"21972","2","2434.7073","86","0.02326","113"
"22428","2","677.4120849999999","6","0.33333","452"
"22458","2","3962.2004","5","0.40000","3170"
"23141","2","2778.559265","6","0.33333","1852"
"23172","2","4041.185","64","0.03125","253"
"23458","2","1006.4980300000001","28","0.07143","144"
"24536","2","699.8650500000001","15","0.13333","187"
"24774","2","5507.134085","39","0.05128","565"
"24999","3","572.08656","67","0.04478","77"
"25029","2","2076.07625","78","0.02564","106"
"25109","2","2323.4719999999998","51","0.03922","182"
"25258","3","3358.2105000000006","54","0.05556","560"
"25688","2","6133.7672","12","0.16667","2045"
"25723","2","841.1038760000001","2","1.00000","1682"
"25952","3","3164.0393466666665","29","0.10345","982"
"26115","3","628.557","20","0.15000","283"
"26160","2","298.81613999999996","28","0.07143","43"
"26250","3","708.1057333333333","34","0.08824","187"
"26326","2","4731.133055","17","0.11765","1113"
"26741","2","6154.1494299999995","57","0.03509","432"
"26742","2","808.5827999999999","10","0.20000","323"
"26765","2","7331.31741","79","0.02532","371"
"26818","2","446.82844","33","0.06061","54"
"26910","2","1130.1521300000002","31","0.06452","146"
"26982","2","2597.890045","24","0.08333","433"
"27020","2","931.0135","40","0.05000","93"
"27111","2","715.241142","1","2.00000","2861"
"27525","3","2297.6655","18","0.16667","1149"
"27554","2","3544.76942","7","0.28571","2026"
"27569","2","3674.162042","44","0.04545","334"
"27640","2","610.4003400000001","93","0.02151","26"
"27759","2","1295.1855","24","0.08333","216"
"27868","2","532.6523","13","0.15385","164"
"27937","2","2448.83484","16","0.12500","612"
"27951","2","354.7029","42","0.04762","34"
"28027","2","2357.943","33","0.06061","286"
"28036","2","1772.3935000000001","33","0.06061","215"
"28398","2","2750.545","39","0.05128","282"
"28764","2","1147.21165","11","0.18182","417"
"28809","2","1543.2109","13","0.15385","475"
"28943","2","4188.2553100000005","4","0.50000","4188"
"29048","2","5214.4825","19","0.10526","1098"
"29229","3","8032.433633333334","8","0.37500","9036"
"29280","2","2319.4094999999998","32","0.06250","290"
"29402","2","92.747925","66","0.03030","6"
"29466","2","2848.654","62","0.03226","184"
"29541","2","1848.10617","34","0.05882","217"
"29640","2","1207.6644999999999","13","0.15385","372"
"29895","2","254.7","11","0.18182","93"
"30149","3","2153.457933333333","95","0.03158","204"
"30835","2","1803.93035","12","0.16667","601"
"31057","2","4860.31531","11","0.18182","1767"
"31074","4","995.546405","54","0.07407","295"
"31120","2","1168.6658","1","2.00000","4675"
"31492","2","854.9605","20","0.10000","171"
"32039","3","2265.192","16","0.18750","1274"
"32338","2","1120.7184599999998","21","0.09524","213"
"32562","2","1509.362","69","0.02899","87"
"32729","3","1641.4030000000002","49","0.06122","301"
"32825","2","1307.1723","98","0.02041","53"
"33167","4","2187.0247987499997","87","0.04598","402"
"33209","2","5631.955800000001","87","0.02299","259"
"33259","2","3412.7799999999997","9","0.22222","1517"
"33440","2","1672.77885","44","0.04545","152"
"33562","2","1737.6116","18","0.11111","386"
"34136","3","7066.778618666667","29","0.10345","2193"
"34419","3","3798.3034000000002","74","0.04054","462"
"34663","2","2159.0240000000003","13","0.15385","664"
"34796","3","3809.8971","42","0.07143","816"
"35071","3","941.8520533333334","34","0.08824","249"
"35144","2","4886.585749999999","1","2.00000","19546"
"35463","3","11780.969183333333","79","0.03797","1342"
"35785","2","879.52214","39","0.05128","90"
"35835","2","3472.614625","86","0.02326","162"
"36086","2","3171.249011","11","0.18182","1153"
"36482","3","3302.026792","27","0.11111","1101"
"36550","2","1967.7507549999998","20","0.10000","394"
"36764","3","2997.117349999999","91","0.03297","296"
"36795","2","3785.2075199999995","23","0.08696","658"
"36925","2","2704.60435","11","0.18182","983"
"37189","2","3203.6569","64","0.03125","200"
"37876","2","3789.3360350000003","58","0.03448","261"
"37985","2","96.85181","19","0.10526","20"
"38037","2","1256.2540000000001","2","1.00000","2513"
"38383","2","3608.286","43","0.04651","336"
"38451","2","1010.5409999999999","11","0.18182","367"
"38494","2","584.32567","9","0.22222","260"
"38507","3","1469.0962666666667","52","0.05769","254"
"38637","2","569.92","16","0.12500","142"
"38712","2","5504.02566","2","1.00000","11008"
"38815","2","561.8185000000001","4","0.50000","562"
"39110","2","373.47299999999996","3","0.66667","498"
"39195","2","1112.12562","34","0.05882","131"
"39436","2","2807.4362","11","0.18182","1021"
"39539","3","1593.7311000000002","69","0.04348","208"
"39565","2","168.27700000000002","23","0.08696","29"
"39692","2","1045.0498125","77","0.02597","54"
"39710","2","369.83385000000004","32","0.06250","46"
"39840","2","2848.15375","1","2.00000","11393"
"40524","3","1091.9957533333334","66","0.04545","149"
"40616","2","2286.4458999999997","41","0.04878","223"
"40649","2","1083.9248499999999","40","0.05000","108"
"40673","2","5406.385","2","1.00000","10813"
"40710","2","1423.609385","96","0.02083","59"
"41316","2","5298.56365","4","0.50000","5299"
"41380","2","2032.8100000000002","31","0.06452","262"
"41910","2","3101.78703","6","0.33333","2068"
"41922","2","2588.3885","44","0.04545","235"
"41937","2","1970","7","0.28571","1126"
"41965","2","1716.4839949999998","8","0.25000","858"
"42040","2","2014.996895","25","0.08000","322"
"42128","2","2337.839865","1","2.00000","9351"
"42145","2","4032.6002","36","0.05556","448"
"42697","2","4144.8435","5","0.40000","3316"
"42811","2","391.37851","68","0.02941","23"
"43053","2","1525.56197","19","0.10526","321"
"43129","2","593.47845","85","0.02353","28"
"43296","2","424.1625","24","0.08333","71"
"43367","2","956.2391","44","0.04545","87"
"43441","2","4718.67273","30","0.06667","629"
"43675","2","5455.11031","40","0.05000","546"
"43811","2","921.7955200000001","5","0.40000","737"
"44461","2","898.785","3","0.66667","1198"
"44549","2","6347.0891","46","0.04348","552"
"44569","2","1995.98522","21","0.09524","380"
"44678","3","786.8008666666668","27","0.11111","262"
"44738","2","1078.1774400000002","16","0.12500","270"
"44810","2","547.1145750000001","71","0.02817","31"
"45034","3","464.49333333333334","62","0.04839","67"
"45473","2","1276.8274999999999","61","0.03279","84"
"45890","2","496.97389","24","0.08333","83"
"46211","2","4216.533","2","1.00000","8433"
"46501","2","1526.459","38","0.05263","161"
"46531","2","7709.14368","41","0.04878","752"
"46584","2","2001.864","37","0.05405","216"
"46907","2","1573.73819","59","0.03390","107"
"47155","2","65.85","13","0.15385","20"
"47177","2","1390.71537","42","0.04762","132"
"47185","2","4185.49361","27","0.07407","620"
"47266","2","207.84013500000003","28","0.07143","30"
"47370","2","713.15936","14","0.14286","204"
"47943","2","1179.75","9","0.22222","524"
"48141","2","2914.75656","3","0.66667","3886"
"48269","3","1154.7649","11","0.27273","945"
"48348","3","2784.0043566666664","54","0.05556","464"
"48506","2","1811.5499999999997","80","0.02500","91"
"48789","2","6108.325815","60","0.03333","407"
"49319","3","562.635172","60","0.05000","84"
"49418","2","519.758346","41","0.04878","51"
"49549","2","5619.847500000001","27","0.07407","833"
"49918","2","597.41005","57","0.03509","42"
"50035","4","392.97974999999997","99","0.04040","64"
"50159","2","5921.3408","18","0.11111","1316"
"50564","3","1340.9597","12","0.25000","1006"
"50718","2","3519.747645","13","0.15385","1083"
"50768","2","828.3822499999999","9","0.22222","368"
"50905","2","1487.1752499999998","22","0.09091","270"
"51004","2","4632.254925","77","0.02597","241"
"51285","2","4023.43821","39","0.05128","413"
"51287","2","2844.36","48","0.04167","237"
"51309","2","1478.663","35","0.05714","169"
"51396","2","682.2841060000001","18","0.11111","152"
"51465","2","2022.025","50","0.04000","162"
"51691","4","4187.63827","74","0.05405","905"
"51835","2","483.462","69","0.02899","28"
"51848","3","584.5349333333334","15","0.20000","351"
"52136","2","666.8344","11","0.18182","242"
"52250","3","1723.0883666666668","46","0.06522","337"
"52342","2","572.057","1","2.00000","2288"
"52366","2","515.4984","24","0.08333","86"
"52489","2","1108.146299","37","0.05405","120"
"52589","2","1072.673","11","0.18182","390"
"52612","2","794.825","3","0.66667","1060"
"52968","2","11589.443387500001","21","0.09524","2208"
"53347","2","1653.3333","42","0.04762","157"
"53703","2","1525.02","2","1.00000","3050"
"54308","2","319.699","57","0.03509","22"
"54457","3","3032.8219219999996","59","0.05085","463"
"54473","2","1337.89415","38","0.05263","141"
"54573","2","1992.446","4","0.50000","1992"
"54779","2","1382.81928","26","0.07692","213"
"55311","2","3684.80262","17","0.11765","867"
"55314","3","4258.409526666667","83","0.03614","462"
"55706","2","984.85975","3","0.66667","1313"
"55718","2","6017.811665000001","39","0.05128","617"
"55831","2","909.745","11","0.18182","331"
"55889","3","1504.5068600000002","42","0.07143","322"
"55907","2","6470.015","12","0.16667","2157"
"55996","2","181.31225","11","0.18182","66"
"56053","2","1467.02395","61","0.03279","96"
"56128","2","2562.364072","53","0.03774","193"
"56218","2","1359.1232850000001","49","0.04082","111"
"56343","3","4330.120800000001","15","0.20000","2598"
"56359","3","1961.9473333333335","36","0.08333","490"
"56396","2","5364.5499","1","2.00000","21458"
"56472","2","1695.954305","73","0.02740","93"
"56570","2","925.5774799999999","52","0.03846","71"
"57091","2","1216.1596600000003","24","0.08333","203"
"57540","4","1547.2568824999998","60","0.06667","413"
"57765","2","726.0699999999999","2","1.00000","1452"
"57908","2","1633.5049999999999","17","0.11765","384"
"57972","2","192.68099999999998","24","0.08333","32"
"58018","2","725.3599999999999","16","0.12500","181"
"58383","2","60.7","14","0.14286","17"
"58456","2","772.554695","11","0.18182","281"
"58654","2","633.776","9","0.22222","282"
"58741","2","3273.1291","5","0.40000","2619"
"58786","2","5984.806025999999","24","0.08333","997"
"59007","2","2796.56006","53","0.03774","211"
"59076","2","248.426","26","0.07692","38"
"59294","2","1645.94435","58","0.03448","114"
"59338","2","1632.2856000000002","3","0.66667","2176"
"59966","2","3932.5119999999997","5","0.40000","3146"
"60169","2","2682.9390000000003","20","0.10000","537"
"60236","2","4282.28888","82","0.02439","209"
"60261","2","2140.232715","25","0.08000","342"
"60402","2","1815.19955","3","0.66667","2420"
"61349","2","2792.615","5","0.40000","2234"
"61371","2","2883.7414999999996","5","0.40000","2307"
"61639","2","1459.7804999999998","7","0.28571","834"
"61837","2","2007.1519999999998","18","0.11111","446"
"61881","4","973.7727675","61","0.06557","255"
"62020","2","8100.472499999999","58","0.03448","559"
"62169","2","3794.24125","4","0.50000","3794"
"62368","2","2514.789","2","1.00000","5030"
"62376","2","2114.39","8","0.25000","1057"
"62502","4","2097.5863754999996","61","0.06557","550"
"62528","2","2122.396155","54","0.03704","157"
"62553","2","3513.3642","103","0.01942","136"
"62628","2","5918.9872","5","0.40000","4735"
"62641","2","1463.1617999999999","33","0.06061","177"
"62671","2","2945.387114","45","0.04444","262"
"62680","3","109.53750000000002","52","0.05769","19"
"62695","2","693.7105","3","0.66667","925"
"62720","2","817.5254","32","0.06250","102"
"62759","2","1679.5008099999998","39","0.05128","172"
"62905","2","4261.53555","26","0.07692","656"
"63180","2","6614.87855","20","0.10000","1323"
"63449","2","5694.8348","50","0.04000","456"
"63487","3","794.4751666666667","16","0.18750","447"
"63595","2","3261.77184","55","0.03636","237"
"63601","2","833.156","32","0.06250","104"
"63938","2","1204.403736","16","0.12500","301"
"64029","4","1178.3151650000002","72","0.05556","262"
"64381","2","68.995","6","0.33333","46"
"64899","2","160.1935","34","0.05882","19"
"65153","2","1398.916","17","0.11765","329"
"65191","2","549.1079199999999","32","0.06250","69"
"65345","2","3434.2185","59","0.03390","233"
"66001","3","1453.533576666667","60","0.05000","218"
"66274","2","588.45579","10","0.20000","235"
"66289","2","3736.355","57","0.03509","262"
"66311","2","562.6262","50","0.04000","45"
"66329","2","2755.33255","54","0.03704","204"
"66357","2","799.6953149999999","12","0.16667","267"
"66700","2","1739.5307","10","0.20000","696"
"66801","2","5261.886199999999","55","0.03636","383"
"66862","2","701.66698","45","0.04444","62"
"66965","3","948.0489200000001","88","0.03409","97"
"67145","2","2847.26088","18","0.11111","633"
"67370","2","1251.46097","32","0.06250","156"
"67720","2","8881.711280000001","5","0.40000","7105"
"67899","2","5352.776000000001","65","0.03077","329"
"68300","3","742.4385849999999","86","0.03488","78"
"68315","2","1381.3180300000001","48","0.04167","115"
"68321","2","1940.71","11","0.18182","706"
"68385","2","813.5913","11","0.18182","296"
"68406","2","624.495","21","0.09524","119"
"68452","3","5023.7129","71","0.04225","637"
"68530","2","3751.7293999999997","103","0.01942","146"
"68600","2","3366.102015","17","0.11765","792"
"68601","2","1293.9791000000002","18","0.11111","288"
"68702","2","1201.6711500000001","37","0.05405","130"
"68816","2","7582.33941","13","0.15385","2333"
"68879","2","1167.938366","63","0.03175","74"
"69228","3","3057.9939733333335","64","0.04688","430"
"69258","2","781.3555","54","0.03704","58"
"69262","2","1084.98039","27","0.07407","161"
"69627","2","275.4268","6","0.33333","184"
"69686","2","6032.45896","33","0.06061","731"
"69836","2","5971.722000000001","5","0.40000","4777"
"70486","3","8888.673433333333","35","0.08571","2286"
"70708","2","3577.307425","29","0.06897","493"
"71407","3","2068.098413333333","51","0.05882","365"
"72027","2","4360.0147099999995","79","0.02532","221"
"72844","2","27513.158760000002","36","0.05556","3057"
"72918","2","1567.1552100000004","33","0.06061","190"
"72949","2","788.8759","80","0.02500","39"
"73030","2","2143.0960999999998","11","0.18182","779"
"73082","4","2461.8859700000003","10","0.40000","3939"
"73407","2","1471.5964","16","0.12500","368"
"73558","2","819.1726","1","2.00000","3277"
"73844","2","997.2928099999999","9","0.22222","443"
"73887","2","342.778","9","0.22222","152"
"74046","2","844.4032199999999","7","0.28571","483"
"74185","3","4310.631866666667","68","0.04412","571"
"74329","2","271.062025","82","0.02439","13"
"74368","3","6324.047833333333","101","0.02970","564"
"74399","2","2956.8896999999997","64","0.03125","185"
"74442","3","1779.45603","28","0.10714","572"
"74529","2","855.3290000000001","26","0.07692","132"
"74569","2","4272.16555","68","0.02941","251"
"75057","3","2226.4937000000004","9","0.33333","2226"
"75075","2","3569.0616449999998","27","0.07407","529"
"75372","2","1167.92475","2","1.00000","2336"
"75487","2","2152.030941","41","0.04878","210"
"75616","4","1505.6537550000003","23","0.17391","1047"
"75905","4","1587.4388410000001","43","0.09302","591"
"75980","2","2631.5665","11","0.18182","957"
"76213","2","1117.949415","33","0.06061","136"
"76256","2","5064.002395","17","0.11765","1192"
"76361","3","129.56423333333336","60","0.05000","19"
"76404","2","872.7595","14","0.14286","249"
"76549","2","1014.48","6","0.33333","676"
"76624","3","1551.7317333333333","21","0.14286","665"
"76775","2","6650.5","3","0.66667","8867"
"76987","2","1684.1077500000001","15","0.13333","449"
"77118","2","998.223","31","0.06452","129"
"77213","2","1174.689385","30","0.06667","157"
"77314","2","2444.7433499999997","48","0.04167","204"
"77453","2","889.1229999999999","88","0.02273","40"
"77481","3","1738.2545133333333","59","0.05085","265"
"77823","2","2414.79615","73","0.02740","132"
"77951","3","1417.4055","4","0.75000","3189"
"78028","2","1639.1481899999999","13","0.15385","504"
"78032","2","7316.68215","11","0.18182","2661"
"78203","2","802.1228999999998","12","0.16667","267"
"78207","2","1426.29736","83","0.02410","69"
"78713","2","1544.4409999999998","14","0.14286","441"
"78722","2","616.05","53","0.03774","46"
"79036","2","4358.669475000001","41","0.04878","425"
"79046","2","676.486745","18","0.11111","150"
"79095","2","586.3629099999999","24","0.08333","98"
"79386","2","1491.4366","71","0.02817","84"
"79496","2","3120.36957","11","0.18182","1135"
"79529","2","181.23209999999997","15","0.13333","48"
"79703","2","1136.7993","24","0.08333","189"
"79753","2","2574.863125","54","0.03704","191"
"80326","2","338.79763","87","0.02299","16"
"80498","2","4237.79774","52","0.03846","326"
"80581","2","5948.605680000001","87","0.02299","273"
"80707","2","2175.628","30","0.06667","290"
"80933","2","300.09299999999996","39","0.05128","31"
"80954","3","3112.6806666666666","46","0.06522","609"
"81436","2","1663.091075","27","0.07407","246"
"81654","2","9856.21281","70","0.02857","563"
"81734","2","443.29355","48","0.04167","37"
"81738","2","12188.98084","96","0.02083","508"
"81772","3","2475.5179546666664","37","0.08108","602"
"82200","3","4116.4493366666675","25","0.12000","1482"
"82710","2","3221.49065","11","0.18182","1171"
"83029","3","2595.5373333333337","22","0.13636","1062"
"83077","2","6326.3494","85","0.02353","298"
"83156","2","471.03943000000004","8","0.25000","236"
"83353","2","375.05260000000004","8","0.25000","188"
"83654","2","1758.63","3","0.66667","2345"
"83684","2","1037.538","31","0.06452","134"
"83981","2","1545.6681200000003","91","0.02198","68"
"84207","2","1087.16875","20","0.10000","217"
"84211","2","929.6862199999998","7","0.28571","531"
"84223","3","1142.9594566666667","15","0.20000","686"
"84407","2","468.532","8","0.25000","234"
"84455","2","2984.4918000000002","52","0.03846","230"
"84628","2","2443.241655","41","0.04878","238"
"85193","2","259.05","95","0.02105","11"
"85282","2","12370.1789","12","0.16667","4123"
"85348","2","1620.585568","39","0.05128","166"
"85513","3","1784.2391966666667","47","0.06383","342"
"85723","2","2068.02272","17","0.11765","487"
"85762","2","306.98346","7","0.28571","175"
"85969","2","5531.32881","1","2.00000","22125"
"86209","3","1013.7858933333333","18","0.16667","507"
"86561","2","1081.56717","97","0.02062","45"
"86799","3","1977.6970666666666","15","0.20000","1187"
"86995","2","3893.0674999999997","37","0.05405","421"
"86996","2","7573.886309000001","48","0.04167","631"
"87016","2","1965.0847250000002","14","0.14286","561"
"87540","2","2253.934024","41","0.04878","220"
"87678","2","1005.3721","48","0.04167","84"
"87778","2","10998.700849999997","90","0.02222","489"
"87784","3","787.8633333333333","48","0.06250","148"
"87820","2","1005.1074999999998","7","0.28571","574"
"87864","2","1525.70487","54","0.03704","113"
"87997","2","5516.7485","19","0.10526","1161"
"88199","2","2008.2658","54","0.03704","149"
"88700","3","1553.1836","6","0.50000","2330"
"88835","2","4499.45424","26","0.07692","692"
"88845","2","4768.782","17","0.11765","1122"
"89427","2","291.46610000000004","22","0.09091","53"
"89633","2","5141.5","24","0.08333","857"
"89880","2","62.5185","25","0.08000","10"
"89904","3","2605.4973333333332","10","0.30000","2345"
"89918","2","384.24251999999996","48","0.04167","32"
"89929","3","1670.8704333333333","87","0.03448","173"
"90361","2","2092.184","68","0.02941","123"
"90397","2","7802.5326350000005","77","0.02597","405"
"90424","2","7101.743750000001","3","0.66667","9469"
"90443","2","440.5745","14","0.14286","126"
"90453","4","922.373775","51","0.07843","289"
"90525","2","8017.6525","27","0.07407","1188"
"90574","2","2266.78291","35","0.05714","259"
"90916","2","435.2165","8","0.25000","218"
"90958","2","1823.746","7","0.28571","1042"
"91253","2","706.80165","3","0.66667","942"
"91497","2","474.13307999999995","13","0.15385","146"
"91554","2","695.3240000000001","65","0.03077","43"
"91596","2","217.10000000000002","16","0.12500","54"
"92126","2","2208.6409999999996","5","0.40000","1767"
"92332","2","3684.10095","48","0.04167","307"
"92481","3","3508.107466666667","13","0.23077","2429"
"92537","2","149.065","7","0.28571","85"
"92999","3","801.6300799999999","56","0.05357","129"
"93840","2","516.77954","47","0.04255","44"
"93866","2","382.8195","55","0.03636","28"
"93957","2","1121.9205510000002","28","0.07143","160"
"94158","2","711.72459","22","0.09091","129"
"94236","4","1745.1012500000002","65","0.06154","430"
"94267","2","3617.5471500000003","4","0.50000","3618"
"94333","2","594.645","15","0.13333","159"
"94468","2","2527.1349999999998","12","0.16667","842"
"94692","2","808.7954","35","0.05714","92"
"94794","2","2605.639","82","0.02439","127"
"94884","2","829.7736","52","0.03846","64"
"95003","3","2453.3360000000002","4","0.75000","5520"
"95354","3","1686.5393333333332","44","0.06818","345"
"95492","3","2999.9629999999997","33","0.09091","818"
"95716","2","3025.19","2","1.00000","6050"
"95927","2","2627.0073509999997","57","0.03509","184"
"96326","2","9994.768100000001","7","0.28571","5711"
"96591","2","2603.37972","83","0.02410","125"
"97060","2","2871.59335","30","0.06667","383"
"97073","2","178.885168","33","0.06061","22"
"97195","2","624.0178800000001","26","0.07692","96"
"97243","2","1574.205105","27","0.07407","233"
"97486","2","1598.685","7","0.28571","914"
"97567","2","794.3334","59","0.03390","54"
"97820","2","1981.9922000000001","23","0.08696","345"
"98049","2","206.61655","40","0.05000","21"
"98363","2","3536.40999","24","0.08333","589"
"98440","2","1177.233","47","0.04255","100"
"98531","2","957.748","32","0.06250","120"
"98754","2","1399.205","75","0.02667","75"
"98984","2","2342.98435","8","0.25000","1171"
"99025","3","1375.4275200000002","41","0.07317","302"
"99204","2","3582.2463900000002","44","0.04545","326"
"99273","2","83.944985","41","0.04878","8"
"99516","2","833.68215","44","0.04545","76"
"99610","3","389.65748833333333","41","0.07317","86"
"99844","2","1125.9125","26","0.07692","173"
"99989","2","440.89758","5","0.40000","353"
"100211","2","3594.2799999999997","4","0.50000","3594"
"100269","3","721.1273333333334","46","0.06522","141"
"100300","3","1074.884096666667","21","0.14286","461"
"100504","2","2185.1406","13","0.15385","672"
"100872","2","1196.26655","41","0.04878","117"
"100948","2","131.1375","18","0.11111","29"
"101488","2","2315.570745","77","0.02597","120"
"101523","2","3328.9928999999997","3","0.66667","4439"
"102304","3","2397.5221853333333","54","0.05556","400"
"102353","2","989.43643","45","0.04444","88"
"102446","3","4437.213893333333","68","0.04412","587"
"102685","2","2698.011","38","0.05263","284"
"102825","2","1710.11175","10","0.20000","684"
"103218","2","6880.21","40","0.05000","688"
"103463","2","998.5334999999999","34","0.05882","117"
"103653","3","3575.8133000000003","56","0.05357","575"
"103981","3","1066.2934666666667","84","0.03571","114"
"103990","2","973.0934100000001","79","0.02532","49"
"104060","2","642.354","15","0.13333","171"
"104164","2","2702.2394600000002","1","2.00000","10809"
"104299","2","2882.03166","39","0.05128","296"
"104363","3","2106.9215","47","0.06383","403"
"104475","3","478.23060000000004","68","0.04412","63"
"104841","2","4663.790000000001","8","0.25000","2332"
"105407","2","2309.8894450000003","11","0.18182","840"
"106043","3","4117.287286666667","77","0.03896","481"
"106313","2","3207.5035000000003","2","1.00000","6415"
"106422","2","974.2370999999999","18","0.11111","216"
"106800","2","365.99","10","0.20000","146"
"106929","2","924.2275","36","0.05556","103"
"106972","2","1398.3880000000001","29","0.06897","193"
"107121","2","7255.61019","31","0.06452","936"
"107347","2","1650.629215","12","0.16667","550"
"107747","2","3958.8354000000004","21","0.09524","754"
"107765","2","5148.85228","41","0.04878","502"
"107790","2","1419.481521","26","0.07692","218"
"107959","2","3982.3972","18","0.11111","885"
"108164","2","1940.4892399999999","5","0.40000","1552"
"108290","2","852.96272","80","0.02500","43"
"108403","2","655.6975","9","0.22222","291"
"108484","2","677.0400000000001","41","0.04878","66"
"108530","2","1697.197545","16","0.12500","424"
"108678","2","45.52191","28","0.07143","7"
"109072","2","2057.0645","28","0.07143","294"
"109299","2","673.345","9","0.22222","299"
"109348","2","523.915","69","0.02899","30"
